auc_delta_mean,auc_ci_2_5,auc_ci_97_5,brier_gain_mean,brier_ci_2_5,brier_ci_97_5,excess_return_delta_mean,return_ci_2_5,return_ci_97_5
-0.003974264987179676,-0.01422098768673364,0.006312467522445736,-0.0003459676382543219,-0.0004999705390795128,-0.0001868678824040074,-0.0054180471676883,-0.016716302907506957,0.0025891038951122852
