strategy,auc_mean,brier_mean,log_loss_mean,ece_10_mean,mean_excess_return,win_rate,mean_turnover,worst_net_return,splits
plain,0.5027347020796794,0.250727112130678,0.6946103853597645,0.057380162523004756,0.00046135168345376383,0.375,0.6583333333333333,-0.0830230017720874,6
similarity_weighted,0.4950464297692408,0.2510730797689323,0.6953040505453533,0.0577915386770595,-0.004956695484234536,0.4166666666666667,0.7583333333333333,-0.07711294959471998,6
