split,activation,loss,seed,feature_set,auc,brier,log_loss,ece_10,best_epoch,mean_net_return,mean_excess_return,win_rate,turnover,worst_net_return
3,relu,focal_gamma_2,442,all_motion,0.5132783160384566,0.251104988819927,0.6954226820867633,0.04540315524449219,13,-0.003225911601598356,-0.012556889645641384,0.3333333333333333,0.9,-0.026464645931246134
3,relu,focal_gamma_2,2025,all_motion,0.49022248338114116,0.2583654729227562,0.7108538920553701,0.06896782476264533,26,0.005530870724545091,-0.0038001073194979377,0.6666666666666666,0.7000000000000001,-0.019564452249266805
3,relu,focal_gamma_2,9001,all_motion,0.5018466779053343,0.2538331616944686,0.7011353051364929,0.05192120629108008,11,0.021537314798843927,0.012206336754800895,0.3333333333333333,0.7666666666666666,-0.0250525813955211
3,relu,return_aware_bce,442,all_motion,0.5070457004642472,0.25700433044157994,0.7089766499101103,0.08044164810770742,2,0.0017589344002588274,-0.007572043643784199,0.0,0.9,-0.004542562354148394
3,relu,return_aware_bce,2025,all_motion,0.46043338853283206,0.25691809179468633,0.7073373040346156,0.07815406670305515,2,-0.001947108431878485,-0.011278086475921512,0.3333333333333333,0.8333333333333334,-0.04148570935385001
3,relu,return_aware_bce,9001,all_motion,0.48058348313392363,0.26497090584147703,0.7260149169960078,0.10349806162868894,4,0.010080282970386857,0.0007493049263438296,0.3333333333333333,0.7999999999999999,-0.043295082797577676
3,tanh,binary_cross_entropy,442,all_motion,0.5025224887230282,0.2551622612980787,0.7038622965069918,0.07442172598702508,4,0.004259094450327763,-0.005071883593715264,0.6666666666666666,0.9,-0.01856623741027205
3,tanh,binary_cross_entropy,2025,all_motion,0.4889516112000736,0.26039007709153894,0.7150818381258607,0.09145369901616067,9,0.004178656461009731,-0.005152321583033297,0.6666666666666666,0.7999999999999999,-0.035162925033161194
3,tanh,binary_cross_entropy,9001,all_motion,0.4760565444948128,0.2587041460631933,0.7110707013962426,0.08930513535162381,1,0.015345271315195872,0.0060142932711528445,0.6666666666666666,0.8666666666666666,-0.03443260767752464
3,tanh,brier_mse,442,all_motion,0.5035970776151332,0.2547911062987454,0.7030570582728969,0.07751938458877064,4,0.00881778554100497,-0.000513192503038057,0.6666666666666666,0.8666666666666667,-0.0170587289351108
3,tanh,brier_mse,2025,all_motion,0.4917753575026802,0.2603009045463078,0.7150232367124075,0.0890709556488288,10,0.0076186545653482195,-0.0017123234786948066,0.6666666666666666,0.7999999999999999,-0.035162925033161194
3,tanh,brier_mse,9001,all_motion,0.4762515854844781,0.25900366828476545,0.7117148405623912,0.09099304054592162,1,0.01644435185575169,0.007113373811708667,0.6666666666666666,0.8666666666666666,-0.03443260767752464
3,tanh,focal_gamma_1,442,all_motion,0.5101377834150559,0.2502188519565049,0.6935296972498742,0.04683437004247025,4,0.016406358397103752,0.007075380353060725,0.6666666666666666,0.9333333333333332,-0.011366467768905219
3,tanh,focal_gamma_1,2025,all_motion,0.50347284768541,0.25514715001065896,0.7039291116536456,0.06551196349810828,17,0.015564406315798765,0.006233428271755738,0.6666666666666666,0.8333333333333334,-0.007613397212445794
3,tanh,focal_gamma_1,9001,all_motion,0.47333590903387623,0.26194042410393037,0.718734020551896,0.09759394396696422,27,0.011945026430268735,0.002614048386225705,0.6666666666666666,0.7999999999999999,-0.021652405910154937
3,tanh,focal_gamma_2,442,all_motion,0.5139628229512311,0.24917339271260125,0.6914324340995732,0.035190221768132426,4,0.008447933477093444,-0.0008830445669495845,0.6666666666666666,0.9333333333333332,-0.012308442209469238
3,tanh,focal_gamma_2,2025,all_motion,0.49126974168870713,0.25396634063109613,0.701244514535039,0.06644739523732601,25,0.012626469134791235,0.003295491090748211,0.6666666666666666,0.8666666666666666,-0.01154377835605359
3,tanh,focal_gamma_2,9001,all_motion,0.4620024125452352,0.261579134669508,0.7176798179573644,0.08456169432347395,40,0.005228753448254256,-0.004102224595788773,0.6666666666666666,0.7666666666666666,-0.03652320056676066
3,tanh,return_aware_bce,442,all_motion,0.503144880670941,0.2557771803069564,0.7051773937261189,0.07720043989344973,4,0.00786433374517284,-0.0014666442988701875,0.6666666666666666,0.9,-0.0170587289351108
3,tanh,return_aware_bce,2025,all_motion,0.48983737059899946,0.2611376097601414,0.7167574951912057,0.09715247757902315,9,0.009095604343353348,-0.00023537370068967925,0.6666666666666666,0.7666666666666666,-0.035162925033161194
3,tanh,return_aware_bce,9001,all_motion,0.47734977806323053,0.2589737119902362,0.7116495221443213,0.08742648078241588,1,0.01644435185575169,0.007113373811708667,0.6666666666666666,0.8666666666666666,-0.03443260767752464
3,leaky_relu,binary_cross_entropy,442,all_motion,0.5000875821004548,0.25943395102780203,0.7138971461244157,0.09321558154821548,5,0.0036761776985878964,-0.00565480034545513,0.6666666666666666,0.9,-0.022522069224991136
3,leaky_relu,binary_cross_entropy,2025,all_motion,0.46519263714052517,0.25631615522161155,0.7060977401690891,0.07439559343461746,2,0.0032918575775201103,-0.006039120466522917,0.6666666666666666,0.8333333333333334,-0.03610105654343338
3,leaky_relu,binary_cross_entropy,9001,all_motion,0.4858582859499676,0.2624085694598448,0.7201278512486182,0.09906386243327381,4,0.013766099103395121,0.004435121059352093,0.3333333333333333,0.7666666666666666,-0.032237634398552886
3,leaky_relu,brier_mse,442,all_motion,0.49916828062050367,0.2594698894414966,0.7139464166857852,0.09701886350395043,5,0.0015346911483929613,-0.007796286895650067,0.3333333333333333,0.9333333333333332,-0.022522069224991136
3,leaky_relu,brier_mse,2025,all_motion,0.4644335922699168,0.2565067136483759,0.7064986342688057,0.07483579889250065,2,0.0032918575775201103,-0.006039120466522917,0.6666666666666666,0.8333333333333334,-0.03610105654343338
3,leaky_relu,brier_mse,9001,all_motion,0.4874844557300434,0.26245693206821485,0.720169192821752,0.09944195421730222,4,0.013766099103395121,0.004435121059352093,0.3333333333333333,0.7666666666666666,-0.032237634398552886
3,leaky_relu,focal_gamma_1,442,all_motion,0.5019671809371657,0.25368462363439725,0.7008501717564591,0.058679207533634765,10,0.006273723755978306,-0.00305725428806472,0.3333333333333333,0.9333333333333332,-0.017500720444761687
3,leaky_relu,focal_gamma_1,2025,all_motion,0.4482700361136406,0.25703574789086486,0.7075299424684304,0.08310469568551393,6,-0.009334830556390141,-0.018665808600433167,0.3333333333333333,0.8333333333333334,-0.04430799912450362
