split,feature_set,model,seed,train_dates,test_dates,train_rows,test_rows,auc,brier,log_loss,ece_10,mean_excess_return,win_rate,mean_turnover,worst_net_return
1,graph_survivors,tanh_mlp_16_8,2025,270,20,162000,12000,0.5153737269976553,0.2526585771846475,0.6986388417389665,0.04525336289432241,0.006201097342686347,0.75,0.775,-0.009533226423561776
1,graph_survivors,tanh_mlp_16_8,9001,270,20,162000,12000,0.5004012372846843,0.25354334518177674,0.7004122986236804,0.04622911836440875,0.013441264158803272,0.75,0.75,-0.007662060773965703
2,base_only,elastic_logistic_c1_l25,0,290,20,174000,12000,0.4776353877687734,0.25002934748560923,0.6932202938682542,0.023783432409392454,-0.008348673335239871,0.25,0.575,-0.02763986061494545
2,base_only,ridge_logistic_c01,0,290,20,174000,12000,0.4775978974748817,0.25002456935971196,0.6932107213961772,0.023735484764371026,-0.008348673335239875,0.25,0.575,-0.02763986061494545
2,base_only,tanh_mlp_16_8,442,290,20,174000,12000,0.47784414626859156,0.25181359561511907,0.6968615060600065,0.03272065334522849,-0.0021282664844196404,0.5,0.75,-0.019102429650614778
2,base_only,tanh_mlp_16_8,2025,290,20,174000,12000,0.48738017630293684,0.2531200541983883,0.6995614446122651,0.05825285175557315,0.004021718968936541,0.75,0.7,-0.01614326899133556
2,base_only,tanh_mlp_16_8,9001,290,20,174000,12000,0.48348300565537866,0.25302800657340685,0.6993775429871886,0.05266144259100978,-0.0013262791254693065,0.75,0.725,-0.03313797586367608
2,base_plus_crowding,elastic_logistic_c1_l25,0,290,20,174000,12000,0.47845076666251074,0.2499908692075284,0.6931422998324173,0.023819200024433117,-0.00119639602016775,0.5,0.675,-0.023397093434247195
2,base_plus_crowding,ridge_logistic_c01,0,290,20,174000,12000,0.4783492712813625,0.24998603640192665,0.6931325439541577,0.023808561716393353,-0.00119639602016775,0.5,0.675,-0.023397093434247195
2,base_plus_crowding,tanh_mlp_16_8,442,290,20,174000,12000,0.48278802128272746,0.252516401352136,0.6983784340279432,0.03795635801508416,-0.0005745708335023194,0.5,0.825,-0.023274054155948812
2,base_plus_crowding,tanh_mlp_16_8,2025,290,20,174000,12000,0.48483982390929353,0.2524013022372457,0.6980978923753455,0.045807819615411506,0.0003179635168599681,0.5,0.775,-0.029645271195709727
2,base_plus_crowding,tanh_mlp_16_8,9001,290,20,174000,12000,0.4815695447331583,0.252506987280021,0.6983209041494866,0.04156012415018902,-0.01287778161917151,0.5,0.8,-0.042917409698007766
2,base_plus_regime,elastic_logistic_c1_l25,0,290,20,174000,12000,0.4754067451898399,0.2501056371679302,0.6933729796897726,0.02400003288571862,-0.011976476722080902,0.25,0.65,-0.02491881119487461
2,base_plus_regime,ridge_logistic_c01,0,290,20,174000,12000,0.47537435066405,0.2501040820608085,0.6933698647808997,0.02397465561319363,-0.011976476722080902,0.25,0.65,-0.02491881119487461
2,base_plus_regime,tanh_mlp_16_8,442,290,20,174000,12000,0.4798525788688408,0.2537317026578831,0.7008535132338086,0.05031914826954158,0.008158050835124785,0.75,0.7,-0.035401152603705334
2,base_plus_regime,tanh_mlp_16_8,2025,290,20,174000,12000,0.47849802851171847,0.2532077719669053,0.6997134491147231,0.053418224070240765,0.007969398419419904,0.75,0.7999999999999999,-0.0067185565244327365
2,base_plus_regime,tanh_mlp_16_8,9001,290,20,174000,12000,0.47921107206253255,0.25275079929975813,0.6988420964407805,0.03651794829898895,-0.005015325270472945,0.25,0.8,-0.02091495323644241
2,graph_survivors,elastic_logistic_c1_l25,0,290,20,174000,12000,0.47578506397330866,0.25005326768034486,0.6932675146655317,0.02369242875392801,2.5067644078326408e-05,0.25,0.7749999999999999,-0.014783222688450025
2,graph_survivors,ridge_logistic_c01,0,290,20,174000,12000,0.4756843525564839,0.25005187509193044,0.6932646870311322,0.02368983465395814,2.506764407832554e-05,0.25,0.7749999999999999,-0.014783222688450025
2,graph_survivors,tanh_mlp_16_8,442,290,20,174000,12000,0.48191454503288467,0.2526178897149727,0.6985224252151961,0.051915123099969304,0.01612494311717898,0.75,0.95,-0.00021156940320925764
